input_max_length,model,banking77 exact_match,clinic150 exact_match,json_kv substring_exact_match,nlu exact_match,ruler_niah_mk_2 ruler_recall,ruler_niah_mk_3 ruler_recall,ruler_niah_mv ruler_recall,trec_coarse exact_match,trec_fine exact_match,Recall,ICL
32768,Kimi-Linear-48B-A3B-Instruct,90.14373716632443,96.71457905544148,99.0,90.8,100.0,100.0,97.25,91.8,74.6,99.0625,88.81166324435318
