input_max_length,model,banking77 exact_match,clinic150 exact_match,json_kv substring_exact_match,nlu exact_match,ruler_niah_mk_2 ruler_recall,ruler_niah_mk_3 ruler_recall,ruler_niah_mv ruler_recall,trec_coarse exact_match,trec_fine exact_match,Recall,ICL
32768,qwen3-30B-A3B-Base,83.2,93.60000000000001,100.0,79.60000000000001,95.0,97.0,98.0,41.0,33.800000000000004,97.5,66.24000000000001
