input_max_length,model,banking77 exact_match,clinic150 exact_match,hotpotqa substring_exact_match,json_kv substring_exact_match,msmarco_rerank_psg NDCG@10,nlu exact_match,nq substring_exact_match,popqa substring_exact_match,ruler_niah_mk_2 ruler_recall,ruler_niah_mk_3 ruler_recall,ruler_niah_mv ruler_recall,trec_coarse exact_match,trec_fine exact_match,triviaqa substring_exact_match,Recall,RAG,ICL,Re-rank,Ours
32768,gpt-oss-20b-fix,84.8,94.34343434343434,60.0,48.0,34.05239024390244,75.75150300601202,61.83333333333333,60.66666666666667,86.0,95.0,80.75,66.87898089171973,50.20746887966805,86.33333333333333,77.4375,67.20833333333333,74.39627742416683,34.05239024390244,63.27362525035065
