model,input_max_length,banking77 exact_match,chinese_poem substring_exact_match,clinic150 exact_match,json_kv substring_exact_match,nlu exact_match,ruler_niah_mk_2 ruler_recall,ruler_niah_mk_3 ruler_recall,ruler_niah_mv ruler_recall,trec_coarse exact_match,trec_fine exact_match
qwen3-1p8b-fineweb150b-8k,8192,32.4,,24.8,0.0,40.8,28.999999999999996,2.0,61.5,3.4000000000000004,8.799999999999999
qwen3next-1p8b-fineweb150b-8k,8192,49.2,,54.800000000000004,11.0,45.2,47.0,5.0,65.0,45.800000000000004,15.6
